index	label	text	word_count	emojis	emoji_count	emoji_sentiment_scores
2376	2	Listened to Gimme Shelter while driving in the rain😂 	9	😂	1	0.221
2381	0	@Merrinaised @lisatagaloa yip most likely the next time I get #suckered into #making anotherone 😜	15	😜	1	0.456
2388	1	@Watchthisface25 looking forward to the time I have to traipse down the stairs to postie with a baby attached to my nipple! 😳 	23	😳	1	0.018
2398	0	@goodgary99 @Neilby70 @ParkzTheDon @TonyBrown03 @GazTheGooner84 @LosDaGooner mmmm 😂😂😂	8	😂😂😂	3	0.221
2433	1	finally going to bed, definitely looking forward to waking up in 5 1/2 hours. 👍 	15	👍	1	0.522
2434	0	@sommelierkeith aww bless ya. Enjoy your break babe, yeah it was great thanks.. Finally recovering from it. How's Ya tash going? 😘	22	😘	1	0.702
2469	0	@davebett87 long yeah. the director's cut will be longer! 😁 you need to see Penguins of Madagascar btw	18	😁	1	0.45
2475	1	Well, my nmu computer just took a poop on me :/ hopefully it will start back up later.. #whatDoIExpect #NMUComputersAreTheBest  😑😒	21	😑😒	2	-0.34450000000000003
2477	0	In case somebody breaks in our apartment 🔪😵 http://t.co/3IhKK7AY1o	9	🔪😵	2	0.07899999999999999
2484	1	Babysitting is what I like to do on a Saturday 😒 	11	😒	1	-0.375
2492	0	Dirgahayu my corps @mb_bbt 16/12/1986 - 26/12/2014 😎🎼👏👊| just a corps, we... (w/ Tari, eni, & 26 others) [pic] — https://t.co/WCEHZZUmAX	21	😎🎼👏👊	4	0.3975
2522	1	the wheels on the bus are broken down broken down broken down😊🎶  #fml #omwtothemet	14	😊🎶	2	0.5920000000000001
2525	0	I'm in the back chilling for now on , if I don't keep it contact with you or hit you up don't get mad I'm just on some other shit 🚶	31	🚶	1	-0.149
2526	0	@jcpetit4 dusty as usual🔌 #redbucket http://t.co/U8llvttn59	6	🔌	1	-0.125
2545	0	In Scotland ( the little country that's attached to the north of England) 🇬🇧❄️	14	❄	1	0.51
2549	0	#nuffsaid  #stupidity #hadenough lols 😂😃 http://t.co/0iSZ1ExuLn	6	😂😃	2	0.3895
2554	1	So this week is just getting better and better  😭	10	😭	1	-0.093
2575	0	@mikeviceo: Two years ago i got binoculars from my parents cause I needed to look to the future, I was like cool 😂😂😂 tweet of the year	27	😂😂😂	3	0.221
2578	1	Love the trust i get from people 👌 	8	👌	1	0.564
2588	0	"@iampjcurtis add some ""Your Baby Can Read"" DVDs...ya know...just in case lol😏"	12	😏	1	0.332
2590	0	@PaulGoonerW yeah stressed isnt the word could easily punch someone in the face right now😏👊👊	15	😏👊👊	3	0.26333333333333336
2597	0	"Pepe's hair RT @Tife__: Palacio's hair...""@bombguy95: Ronaldo hair..""@Ms_Nini_: Messy hair ♥"""	11	♥	1	0.658
2606	1	Glad @jbrew_22 is excited to see me..... 😒	8	😒	1	-0.375
2607	1	WOW !!! Really ??? Homework in the weekends?!  #talkingabout #theteachers😡😡	10	😡😡	2	-0.173
2614	1	lol drunk mom on Christmas is so fun...  #thisisadisaster ☺🔫🍸	10	☺🔫🍸	3	0.338
2619	1	@benrhodes I bet you're gonna be outside today, its soooo warm, T-shirt and shorts weather 😳😏  #Funny	17	😳😏	2	0.17500000000000002
2655	1	I have three test and a two dance performances tomorrow!!📚📖💃💃👯  #EasyDay 	11	📚📖💃💃👯	5	0.4875999999999999
2657	1	so proud of my artwork 💖😇 #proud  http://t.co/knDye8Ayoa	8	💖😇	2	0.6565
2658	0	I find this farrrrr too funny 😂😂 #wow #can #u  http://t.co/4Ah4SUyDlW	11	😂😂	2	0.221
2660	0	@Alan_Juventino I don't blame you bro, if i was married to @ClaudiaRomani I too would support Milan 😊 http://t.co/8aTrR8ZEiE	19	😊	1	0.645
2665	0	I miss how close we were. 😔	7	😔	1	-0.146
2666	1	I just LOVEEEE finals soooo much . And not getting any sleep is the best part about them 😲🔫 	19	😲🔫	2	-0.1325
2675	0	I can see it in your eyes.. #Kingofpop #mjackson #michaeljackson #invicible #breakofdawn #king #is  #dead 💜... http://t.co/FCepZG7UUr	17	💜	1	0.656
2685	1	The American justice system 👍🙌👏 	5	👍🙌👏	3	0.5343333333333334
2690	0	Used my brains and stopped drinking at 8 and been on the tea feeling sober and good.. Bring on tomorrow 😘😘	21	😘😘	2	0.702
2699	0	@SBryanMusic I think I'm gonna check your music out later. Thanks☺	11	☺	1	0.658
2711	1	@GileseyR thanks for all your help Giles 👍 	8	👍	1	0.522
2717	0	#Repost hernanpuentes with repostapp ➡️🔜📷 #ComingSoon #LoveIt #LoveU ・・・⁰PERFECTION..... Filter... http://t.co/foiEg1RSOB	11	➡🔜📷	3	0.29866666666666664
2739	0	HAPPY is how i can describe today! ☺ 💜	9	☺💜	2	0.657
2740	0	@Missguided: Looking back on Saturday night like... http://t.co/YiZd4lXq3l @LouiseRosalia You about Thursday 😂	13	😂	1	0.221
2748	1	Yaaaayyy Valentine's Day stuff is out already 💕 	8	💕	1	0.633
2763	0	About to take a long ass drive with music blasting 🙌	11	🙌	1	0.56
2769	0	Xmas on the blog feat @intimissimiofficial and @calzedonia * Read our story and share the LOVE ❤️ Click the link... http://t.co/flWpJ1pohN	21	❤	1	0.746
2782	0	Yups sarcasm and wine!  #winelover  😊💁 http://t.co/ZKJ58DKjtE	7	😊💁	2	0.48650000000000004
2789	0	Looking forward to mine and the boyfriends 2nd Christmas together!!😘🙌💕	10	😘🙌💕	3	0.6316666666666667
2814	1	Lol... That's real cute 😒 	5	😒	1	-0.375
2816	0	Late night snuggles with my boy 💜💕	7	💜💕	2	0.6445000000000001
2818	0	I'm in love with the cocoa🍵	6	🍵	1	0.421
2824	0	"By @imjayded_ ""🔥🔥🔥@dipmag Gears up to release its next issue🔜 'Wifey Series' with #covermodels... http://t.co/DQrKfjmYvL"	15	🔥🔥🔥🔜	4	0.18
2825	0	The power went out in Delano. #blackout in some parts.☺🎉 Still #HappyNewYear everyone. #besafe #goodnight	15	☺🎉	2	0.6990000000000001
2832	1	@TyQuorshaaa: Jackie Just Had the Best Joke I've Heard In Awhile| 😂😩🙈🙈🙈	12	😂😩🙈🙈🙈	5	0.23040000000000002
2850	1	Smh. Yesterday I was losing my voice. Today woke up with a mean ass cough and a headache 😒Christmas could be any better 	23	😒	1	-0.375
2863	0	I fucked them really badly 😂😂😂|#AdvancedWarfare http://t.co/FKJaZVk943	7	😂😂😂	3	0.221
2864	1	#NYPD  😟😕😢😪😞 not cute #NYPDMutiny I am sure the citizens feel real safe  you showed us who you are.	19	😟😕😢😪😞	5	-0.1034
2867	0	"@ohmaddiie: @SooFunnyPost: do you ever wonder http://t.co/x7RBgH13ZK""🙌🙌""this is some shit you would think of @juiccyy_j 😂"	16	🙌🙌😂	3	0.44700000000000006
2894	0	This gone be some fire ! 🔥Jan 24th #getlifted http://t.co/X9ZJ0unHzl	10	🔥	1	0.14
2910	0	@crazyshikoh yes 👍 the taste .. The slight aroma of the tea 😍	13	👍😍	2	0.6000000000000001
2917	1	@ADavies_10: @arnie_4 great seing u mate, thanks for the cheap shot 😉 safe trip back 🍻🍻||Dry train why we lost 😂😂😂😂😂 	21	😉🍻🍻😂😂😂😂😂	8	0.326375
2930	1	It's gonna be a great day 😃 	7	😃	1	0.558
2933	1	@Ant_Ay_It I'll snap at you if you tell me what to do again!|😂  #funnyGuy	14	😂	1	0.221
2937	0	Still feeling sorry for myself about being to ill to go out last night!!! 😭😢 here's my memories from... http://t.co/I3fIk1k6ek	20	😭😢	2	-0.043
2944	1	@adooley3544 is so funny rn😅 	5	😅	1	0.18
2950	0	@mel78carey I'm not a Lohan anymore 😁 detox now for 4 weeks new me! 1 week tomorrow 😘	18	😁😘	2	0.576
2970	0	Nice soak in the bubble bath 😘😘😘	7	😘😘😘	3	0.702
2985	0	Ah, a week until my next medschool interview 😁	9	😁	1	0.45
2997	1	Well throwing up at 6:00 am is always fun ☺| 	10	☺	1	0.658
3009	0	I'm the guy for you Brooke Davis. #OneTreeHill this story is sad,thrilling and confusing. But I love it!😍	18	😍	1	0.678
3014	2	Gareth's polar opposite is a chicken-loving vegetarian 😂🐣  #Bones @andjwest	10	😂🐣	2	0.3575
3020	1	@KimKardashian actually cropped out her daughter in this pic for a selfie 🙈 #topmum  http://t.co/lfxHIlkZEV	15	🙈	1	0.433
3022	1	Friday morning lecture on blood 😍😍😍😍😍😍 	6	😍😍😍😍😍😍	6	0.678
3028	0	"@myrcurial: @amz__123 Aaaaaamd what time is your bedtime? >better  tweet Dad at night from my house. I don't want to get in trouble!
3029	1	Can't wait till my birthday 
3030	0	Clovis Cartoon, Tuesday, December 09, 2014 http://t.co/iJMbPmOwVL #jamaicaobserverandroidapp via @JamaicaObserver. a real McCoy
3031	1	Just now layin down to go to bed.|College is great guys. It doesn't stress you out or keep you up at night at all. Or make you cry. 
3032	0	Pretty sure I just sat behind @sorensensci in the McDonald's drive through and peeked to see movie what was playing 😂
3033	0	@SenRandPaul #ChrisChristy will  do well among republican voters.#JebBush, I think he could do well, democrats don't like him.
3034	1	nights like tonight are the only reason I'm able to carry on to the weekend #SUCHAGOODWEEK 
3035	1	wow I love how frizzy my hair gets 
3036	0	@dbrauer #GoodMorning! @FromTheBarn @Jontevlin @plattMSP @mplsgilyard
3037	0	Hate them roulettes me there heavy
3038	1	@NESRetku Joke of the year congrats! #Kuivaa  :/
3039	3	@gilester haven't you used the don't you know who I am"" line yet.... "	187	😂	1	0.221
3053	0	Mary is not having that shit whatsoever. #done #shesdone 💁 http://t.co/WHFq8xtlGR	11	💁	1	0.328
3063	0	Now gonna enjoy this day with my babies!!✌️	8	✌	1	0.464
3067	1	http://t.co/nzK3dNmOAD Having sooo much fun in math 😂 #math #class #drawing #music #eye #snowflake #flo... http://t.co/gEKOKAACXI	16	😂	1	0.221
3072	0	@jayduhhh_ find me one of those costumes for him and we will 😋😂	13	😋😂	2	0.4275
3075	1	Hello indoor lung nice to see have to you back.  🏃😑	11	🏃😑	2	0.05049999999999999
3092	1	Lmao I may be drunk... But my level of maturity is at it's all time high lmfaoo. 😂😂😂 	18	😂😂😂	3	0.221
3126	0	@eiafc wow 😅😅😅 are you mad babe😱😱	7	😅😅😅😱😱	5	0.184
3128	1	Can't fck with you hoe an I'm sorry 👐 😂	10	👐😂	2	0.0985
3133	0	Kebabs ordered..|Snug on sofa watching shit tele with dad 💕💜	10	💕💜	2	0.6445000000000001
3137	1	love studying for anatomy 💓 	5	💓	1	0.672
3138	0	@TonyBrown03 @ParkzTheDon @bigedh456 if not your 👊👊 box them up yeah 😂😂	12	👊👊😂😂	4	0.225
3143	1	A chunk of my hair got stuck in the blow dryer and I had to cut it out... That's always fun..  😑	22	😑	1	-0.314
3147	0	Hanging out with my niece all day 😂😜 jokes	9	😂😜	2	0.3385
3151	0	@Gemheartbeat @MOOGLExox neither can I, I'm gonna have an ambulance pre-booked gorj💜💜💜	12	💜💜💜	3	0.656
3155	2	"The  of the new JD gym bein right next to a Sayers ""sausage roll with  salad please"" 😳"	18	😳	1	0.018
3165	0	@LexiiRachelle: You were my cup of tea, but you were a total ass so I switched to coffee.✌️ 😂🙌	19	✌😂🙌	3	0.41500000000000004
3168	0	That moment when you want to break someones fingers😡😡😡😡😡	9	😡😡😡😡😡	5	-0.173
3172	1	Online shopping with no credit card ☺  #Umm.. #JustBrowsing ☺	10	☺☺	2	0.658
3178	0	Fuck pure clothes though!!!  spoiled just blessed💪	7	💪	1	0.556
3179	0	Time to look at my Golden Girls all nite😁#love this show	11	😁	1	0.45
3181	0	The #blackbrunchnyc hashtag got the racists goin up on a Sunday...😒	11	😒	1	-0.375
3183	0	Welp! Back to the drawing board 😣  #mua #sike  #eyeliner #fail #notforme #makeup #naturalgirl... http://t.co/u0xbdxWysd	15	😣	1	-0.214
3208	0	it's beginning to look a lot like Christmas 🎄🎅 #office #tinsel #christmassy #happy  #long #now... http://t.co/VXcVFCKdjY	16	🎄🎅	2	0.4295
3224	3	I wonder what Professor Iaukea has to say about the new Disney Princess...? 😒 	14	😒	1	-0.375
3240	1	Ohhh the joy of getting pulled over 💚  http://t.co/13fB4tnEi4	9	💚	1	0.659
3252	0	Wondering weather to have a few drinks tonight or not 🎅🎁🎁🎄	11	🎅🎁🎁🎄	4	0.59825
3265	1	soon, stop, wtf, and omg are deff my fav things to hear 😂 	13	😂	1	0.221
3270	0	😂😂 I'll let you and BB know how I get on xx	12	😂😂	2	0.221
3281	1	This is a great time for me not to be feeling well...  😒	13	😒	1	-0.375
3287	1	Wow I just can't wait for all the #newyearnewme posts 😂😂😂 	11	😂😂😂	3	0.221
3309	0	@LaurenDye2 iv not even started😩 think I'm just going to get the parents and babies something, the fam is multiplying too quickly 😔	23	😩😔	2	-0.257
3315	0	Wow I'm seriously dying here 🙈🙈	6	🙈🙈	2	0.433
3319	0	Twitter Keeps Insisting I Follow Someone Who I Rather  . . 😕	12	😕	1	-0.4
3328	0	I'll go to Hawaii!|Bye Bye my friends! I'll be back😁😁#Hawaii#trip#with#myfamiry#because#girlfriend http://t.co/4eR9E8Nxde	11	😁😁	2	0.45
3332	0	@goodgary99 okay went to court the case got adjourned till January.. My backs been playing up so in some pain 😩 wbu? X	23	😩	1	-0.368
3337	0	Cannot wait to be home but gonna miss alot of people 👎 ah roll on the new year 👍 #sligowillbehithardagain	20	👎👍	2	0.166
3350	0	There was a shooting in my old neighborhood where my family lives. Praying everyone is okay and stays safe ❤️	20	❤	1	0.746
3356	0	Wish I was still in bed with @BlakeNath 💗#ICouldSleepForeverRightNow 🔫😞	10	💗🔫😞	3	0.11533333333333334
3357	1	Working cart today..gonna make that money! . 35 golfers all day 😒🔫	12	😒🔫	2	-0.28500000000000003
3372	1	🎉It's Monday! 🎉 	3	🎉🎉	2	0.74
3379	0	One more week then back to Sudbury I go!❄️ @ Lake Nepahwin http://t.co/yHuJWuT8KQ	13	❄	1	0.51
3381	0	@Neilby70 @ParkzTheDon @TonyBrown03 @goodgary99 @GazTheGooner84 @LosDaGooner nice what you cooking me😜😜	11	😜😜	2	0.456
3384	0	@ref_kartik @SEXSTROLOGY @mikhil_nayyar first line is correct!! Can't say about the latter one!! 😁	14	😁	1	0.45
3386	0	stop subtweeting 😉 	3	😉	1	0.464
3389	0	Gotta go home and cook a big breakfast 🍴	9	🍴	1	0.554
3390	2	Reading a Victoria's Secret Fashion Show recap with a plate of French fries in front of me 🍟 	18	🍟	1	0.313
3392	3	@araancheta Yes ara i am not, and you know that. Hahaha 🙊  😂	13	🙊😂	2	0.341
3407	0	@sammiecurtis_ it will be weird now without the Christmas music! 🎉🎅🎶. But yay!!! HAPPY CHRISTMAS SAMMIE 😘	17	🎉🎅🎶😘	4	0.5755
3453	1	@MaddentheTwiggy: So happy I got an offer from Trinity Laban, I'd take Greenwich over Leeds any day leeds is where it's at 💃✋ 	23	💃✋	2	0.4315
3458	0	"I do  #speak #because I #want to #save #someone. I speak because I like. Who am I #to save... http://t.co/Is06GSAnLQ
3459	0	@Lewisdaay vodka lime and lemonade is the one 👌👌👌
3460	1	Sneezing when you have to pee #jusygirlythings 
3461	3	@leyawn @Popehat I encourage you... to educated yourself"" "	50	👌👌👌	3	0.564
3462	1	D-1 test first day ✌️✌️  #read #book #งวย 5555 #doing #home #work =_=	13	✌✌	2	0.464
3491	0	@DJDARO1 it's no fair that u get to have a lie on & I'm up early for College and it's bloody freezing🚍❄⛄😋  #fair #lucky #duck	25	🚍❄⛄😋	4	0.44099999999999995
3497	1	"Love how the adverts for the woman in black 2 say ""you won't sleep for weeks""...way to sell it to me 😳   #SheNeverLeft"	23	😳	1	0.018
3505	1	@AnnamarieRxoxo We study hard.. 📚🙊  #procrastinators 👯	7	📚🙊👯	3	0.41700000000000004
3511	1	So despite the fact that I was up till 4 studying and had to wake up at 7 I think this day is going to be great 😒 	28	😒	1	-0.375
3516	1	I love waking up out of a dead sleep to two firetrucks blaring past my window  😴🚒🚑	17	😴🚒🚑	3	-0.10766666666666669
3520	1	love being able to be comfortable in my own room😃👍 	10	😃👍	2	0.54
3540	0	My dorm is actually really creepy when I'm the only one in it... 😖	14	😖	1	-0.157
3549	0	Finals are over! Stress free. |Cant wait!!!✈️❤️🎄	7	✈❤🎄	3	0.5676666666666667
3558	1	'All we do is eat, watch movies and kick the shit out of each other' 😂 #RelationshipGoalsAccomplished 	17	😂	1	0.221
3569	0	@ECU_ALUM @its_carolxo @SteveInTheCut @MikeJonesWaPo true that! We just keep giving them 💰 with no return #charity	16	💰	1	0.256
3590	0	@goodgary99 Good yeah its been good.. Feel tired my self, bed soon 😴😴 x	14	😴😴	2	-0.081
3609	0	@TayCif love you so much taylor ✨🙇	7	✨🙇	2	0.249
3615	0	big up @lorenz__daley 4 ur post When cunts run through your photos😒 #its#a#struggle#its#a#problem check da n... http://t.co/yhnuWmFlmE	17	😒	1	-0.375
3620	0	@Neilby70 @ParkzTheDon 😆😆 He would get floored in one poke 🙈☺️☺️👌	11	😆😆🙈☺☺👌	6	0.5228333333333334
3624	0	@livwarfield |Part 2~ ARTICLE|👏💜👉❌⭕👈🙏🙌  ~UEXPECTED http://t.co/wXi48kQowD	6	👏💜👉❌⭕👈🙏🙌	8	0.47075
3627	3	I checked twitter and snapchat but I can't tell what day it is, someone please help  😜|	17	😜	1	0.456
3649	0	Can't believe it's been nearly 11months since my mum passed away 😬 miss her so much more and more everyday 💜💕	21	😬💜💕	3	0.49500000000000005
3678	0	Miss skateboarding and it's not even winter yet 😔😖 #skateeverydamnday  @ Hoof Life✌️ http://t.co/DakSuvOS43	14	😔😖✌	3	0.053666666666666675
3681	1	Beautiful way to start my morning.  😣😷	7	😣😷	2	-0.1925
3684	0	Upgraded seats😁 kinda scared #sundayfunday #sundaydateday #mylove http://t.co/JuDvTug2x1	8	😁	1	0.45
3713	1	Tryna learn to skate tonight! 😎#pennyboard #skate  http://t.co/yPktQSLA7D	8	😎	1	0.493
3714	0	@LondonBum WTF!!!! Was that 😂😂😂 #GangstaWankstaYard 	6	😂😂😂	3	0.221
3739	3	If I carried on the way half the men do on here, I'd be getting called a crank (amongst other things) and be asked if I had #PMT... 💅	29	💅	1	0.396
3753	0	@ChanaChristine haha they were never nice. Guess I'm not cool enough 😔 #sadface 	13	😔	1	-0.146
3761	0	@nadhirxx well what can I say 👤	7	👤	1	0.8
3765	1	And then today was 💩. What a surprise!  #2of6 #6daystretch	10	💩	1	-0.118
3787	0	2014 was the year @Fionan_b and I became Lords 👑 #watchthelordman	11	👑	1	0.701
3798	0	Girls with British accents.. 👌 On point.	7	👌	1	0.564
3812	1	The world is such a smiley place. 😳 	8	😳	1	0.018
3816	1	I retweeted this so Chris Graham blocked me. |😂 http://t.co/W9zVXuhGhx	10	😂	1	0.221
3821	0	Chill #Repost #Dead  #Dominos #Haha 😂💀 http://t.co/SnUkkgCDB9	7	😂💀	2	0.006500000000000006
