index	label	text	word_count	emojis	emoji_count	emoji_sentiment_scores
1069	1	The Penguins cancelled their morning skate today...due to icy conditions.  #butseriouslytheroadsarebad	11		0	
1070	0	 Bad Idea When You climb on the mountain http://t.co/1lMSxcNiOx	9		0	
1071	1	I love math, I'm so amped for my final like 7 hours from now. I hardly studied for it. #IBeenDoingIntegralsSinceThe5thGrade  😄😜😂😣😰😫😖	21	😄😜😂😣😰😫😖	7	0.08028571428571428
1072	1	I'm so afraid. 	3		0	
1073	0	@johnsykes1035 absolutely shocking that the lamestream media hasn't picked up on this  #mediabias @theMRC @newsbusters	15		0	
1074	0	not speaking he do not like comedy, it was spoken jokingly  of his assassination that is  funny guys and gals... (2/2)	21		0	
1075	1	They don't even listen to ur order talk about great customer service 👎	13	👎	1	-0.19
1076	1	@TheStalwart @M_C_Klein @matt_levine @reihan @charlescwcooke and what about the blacks you guys they don't know what to do with money 	20		0	
1077	1	@vhdawg The day one of him minions was carrying a sign saying my mother was fat was one of mine. 	20		0	
1078	1	I am starting to think UK has a pretty good basketball team #BBN 	13		0	
1079	1	I just love being told that I wouldn't have gotten hired if my boss knew I was pregnant.. #ha 	19		0	
1080	0	Im aware that NYE celebrations are usually laiden with false expectations,I'll just be happy to close the door and kick 2014's arse thru it.	24		0	
1081	1	@Spencer_Downey @FFPMMarc ooh, that looks like so much fun! 	9		0	
1082	1	I love waking up with migraines  😭	7	😭	1	-0.093
1083	0	why is there a hotdog on|http://t.co/2YQdPhfZKX???	6		0	
1084	0	@muellnerpaul @jamieyuccas @KimJohnsonWCCO @KylieBearseWX don't forget @Ali_Lucia and @AshleyRobertsTV (they're as smart & kind as lovely)	16		0	
1085	0	Taylor wrote a nasty note on my car today. #we #are  #friends	12		0	
1086	1	..@Youtube : Keeping the big channels big, and the little channels irrelevant since 2014 . #GoodJob 	16		0	
1087	1	"Indian society teaches how ""Not to get raped"" rather than ""Don't rape""  #Sadhvi #MufflerMan #Indias30 #Rohtak"	16		0	
1088	0	I just saw another person wearing a heavy winter coat with a hood up  encouraging	15		0	
1089	1	Hi Orgabeh, so we meet again. I think you're my soulmate. 😍  zzzzZzz 😫  #patience	15	😍😫	2	0.266
1090	0	@JJJetPlane94 nah dude my buddy puked all over steak and shake	11		0	
1091	1	@icequeenerika yes, we officially try that.  #Gamergate	7		0	
1092	0	There are two things that need to better. Drafting and the players work ethic. That's it.	16		0	
1093	0	"When someone on a conference call talks about ""housekeeping items"". Grrr."	11		0	
1094	1	Youre such a great person. 	5		0	
1095	1	saturday class wee 	3		0	
1096	1	@DalailamaQuots I don't recall dalai lama talking about busty girls and celebs but apart from that.... 	16		0	
1097	1	Went off the road this morning as did my English professor , thank you FSU for your concern for commuters  😒	21	😒	1	-0.375
1098	0	@koadmedia how many championships? You trying to say that makes him worth more than Saban?	15		0	
1099	0	@ntsikimazwai should just relate to her water first AMEN	9		0	
1100	1	@neiltyson mocking a spiritually precious holiday for millions is just so courageous of you... #shameonyou	15		0	
1101	0	Got to play w dogs last night! http://t.co/LuLEdNu8QA	8		0	
1102	0	Apparently it's hang up on Ashley day😄	7	😄	1	0.422
1103	1	@exlabourite yes, except Farage backs the slow genocide of Palestinians by Israelis using Nazi methods 	15		0	
1104	1	Ok watching how hurt parents are when their kids decide to elope definitely makes me change my mind about it. Small cozy wedding it is 	25		0	
1105	1	@pruemacsween I'm truly at peace 	5		0	
1106	1	Learned to play 3 string notes on the guitar #pro#idiot	10		0	
1107	0	Morgan just asked me if I wanted to play a game with him on his Xbox. Usually I can't even look at it.	23		0	
1108	1	@DefendWallSt @michellemalkin The more liberal the city, the more class and intelligence it exudes.  	14		0	
1109	1	Come to jhb to play volleyball on a fake beach  #work http://t.co/yS6wkgvT5y	12		0	
1110	0	I don't think it's the last time ;-) #hobbit #onelasttime  #cinema #ov #3d #48hfr http://t.co/pnYzcS0Gi7	15		0	
1111	1	Wow I really have the best luck known to man  😅	11	😅	1	0.18
1112	1	I love running on 3 hours of sleep..  #ijustwannasleep 😕	10	😕	1	-0.4
1113	1	There's a reason I don't tell my parents anything, cause I always get THE most positive responses 	17		0	
1114	0	How could he kill is best friend  #a true #friend	10		0	
1115	0	"My dad would have a shotgun ready|""My dad would offer him a beer""|""My dad would ask him to join his clan""|😂 @rannimarti @Hartswormx3"	23	😂	1	0.221
1116	1	Imma kill all you SOBs! Jk #lol  #RedEye	8		0	
1117	0	Is your internet a bit slow today? Blame a thick, wet, cable: http://t.co/U3XGalyJdr	13		0	
1118	1	OMG! #Berlin is so fashion!  #vscocam http://t.co/J6qrlxv82z	7		0	
1119	1	 - Road safety campaign donkey killed by car http://t.co/hnWYc5jp13	9		0	
1120	1	Love games during the week because I don't get to go to sleep until like 1! 	16		0	
1121	0	Every story has an end.. but in life every Ending ia just a new Begining. #quoteoftheday #lifequotes	17		0	
1122	1	Don't you just love when you say hi to someone in the hallway and they completely ignore you? Yeah, I love that too. 😒👊 	24	😒👊	2	-0.073
1123	0	Abraham was actually from modern day Iraq (Ur of the Chaldea) @TimOwensby @ILOVEBLACKMEN01	13		0	
1124	1	Rain and sleet hun? Yeah I totally want to get dress and go to work. Sounds like  fun  #iwannagobacktobed	19		0	
1125	1	@AskPlayStation so helpful 	3		0	
1126	1	studying up on narcissism. the more I read up, the more I'm afraid I have this disorder!! #centeroftheuniverse 	18		0	
1127	1	I love when I'm taken as a joke...makes me feel so good about myself! 	14		0	
1128	0	Playing golf all day 'ery day |#PerksOfBeingOld	7		0	
1129	0	comparing @elasticbox to @hashicorp #atlas ...	6		0	
1130	1	@Zoopla brilliant news for potential young buyers! 	7		0	
1131	1	I guess I'm not sleeping tonight, I didn't want to leave anyways 	12		0	
1132	0	I swear . I can  stand little fucking girl. I want to punch her in the fucking face . Bitch needs to go home for real .	27		0	
1133	1	Flooded basements are always a fun thing to deal with 	10		0	
1134	1	The two constables -- Veer Pal Singh Yadav and Avnish Yadav - did not have any criminal record. - NDTV||	20		0	
1135	1	3 hours of sleep is sufficient to tackle this day.  #timezoneproblems	11		0	
1136	1	@MarcotteJN @KillerKalen yeah I'm avoiding you by waking up at 6 AM my time so by 10 PM I'm exhausted.  #sucksimissedyou <3	22		0	
1137	1	@cafartic heh as if @Telstra and average work in the same sentence! 	12		0	
1138	1	Why is ISIS an acronym for words in English? 	9		0	
1139	1	I'm up early as I need to drive downtown to take a test bright and early this morning. Yay! #Torontotrafficisfun 	20		0	
1140	0	#But #It8217s #Matters  #Size #Style #That #wedding|Please RT: http://t.co/yuBEGSzVLp http://t.co/p3EpD026wH	10		0	
1141	1	Going to go into central for last minute present shopping #soorganised 	11		0	
1142	0	 is the game	3		0	
1143	0	@wilw you didn't make enough of a blót to Ullr (God of Hunting, Skiing, and I assume hockey).	18		0	
1144	0	I wish it was January already...  Not because of school but because I'm having major withdrawals #Arrow  fair wtfwasthat	19		0	
1145	1	sorry for being female, I didn't mean to interrupt your perfect little man-world. 😒 	14	😒	1	-0.375
1146	1	Isabelle sends me the nicest texts  😣😖💔	7	😣😖💔	3	-0.16433333333333333
1147	1	Swag  @FANNING_myself	2		0	
1148	0	Free chocolates and free delivery with all flower orders from Bunches. http://t.co/sOL3KHqg0k	12		0	
1149	1	@simon_orourke @RaLUFC To be fair he looks like he's lost a lot of weight since his amazingly successful halcyon Leeds' days! 	21		0	
1150	0	What's the correct word for racism (towards white people)?|There is none.|#racism|#is||#good|#4anyone	11		0	
1151	0	Kisses to you bc you lose wisdom today.....from your mouth  #clever lol I love you text me when you're able 😜 http://t.co/2ml2lE76Gc	22	😜	1	0.456
1152	1	Where is the #TortureReport from Showtime's Homeland? 	7		0	
1153	1	Jesus, Mary and Joseph. How sad to go through life suffering from  deficiency	13		0	
1154	1	Good thing I gotta work today 👍 	7	👍	1	0.522
1155	1	Foxy Lady..#waynesworld #excellent  😁☺😊	4	😁☺😊	3	0.5843333333333334
1156	1	@redsteeze wow.. she really touched them with that tweet. 	9		0	
1157	1	I have to leave for school at 9am and I'm still in bed #fucktherain #wherearemyhunters #imgonnalooksocutetoday 	16		0	
1158	0	Uh-oh. Better head for the hills. #storm #clouds #seekshelter http://t.co/CXJ6XIcoyS	10		0	
1159	0	Plan on using the last 16% of my battery on listening to @CountingCrows @countingcrowsto get through the day #big☆now	19		0	
1160	0	Just walked #Frodo's path from #LOTR in #LOTRO ...geek quota for the week is already met :-p Here's the start... http://t.co/MxHP73Cr9m	21		0	
1161	1	one essay submitted now to start the next one :') #thirdyearlife #loveit 	12		0	
1162	0	@AYJamal_ yara .. I'm a restless soul (you're well aware ) but I like my skin perspective as most comforting.. When any1 expects me to be	26		0	
1163	0	"If your local theater has a physical marquee with letters that can be rearranged, it's your duty to change them all to ""The Interview."""	24		0	
1164	1	Up all night 2 nights in a row. My job is fun  #nightauditadventures #resortjobprobs #fb	15		0	
1165	0	When will this girl learn..... @CherylCH_x #it #is  #everyday #Chezza #sometimes #do #work #andnotgetcaughtbyMR http://t.co/10XuTpdaAo	15		0	
1166	0	With no forwards. #confused  sure	5		0	
1167	1	Dentists oh the joy	4		0	
1168	1	650 return flight. Why I love my family. #familyvacation 	9		0	
1169	0	I love putting up the Christmas tree with the fam☺️🎄 #christmastree	11	☺🎄	2	0.5980000000000001
1170	1	Just snap chatting my sister a few times.. #shelovesitwhenIsendthatmany  http://t.co/x1b1DppHFx	10		0	
1171	0	Lagopodous - Like a rabbit's foot!!|Not so easy to drop into conversation but you never know.	16		0	
1172	1	Standard Christmas newsfeed. Diamonds everywhere, everyone's engaged. Congratulations. #original  #Christmas #engaged	11		0	
1173	0	that fits @2014Outlaw @brownbearmike1 @real_smart_guy3 @RBRNetwork1	6		0	
1174	0	##to#our#countries#special#dedication#to#ma#Syrian#friends#you're#alone#instalisten#by#heart#voice# http://t.co/jOHtHVBKOw	2		0	
1175	0	We all have them people on Instagram who put the most pointless hashtags #Can #you 	15		0	
1176	0	Currently a bus wanker. I hate people 😕 #stinks #gobonastick #dickheads	11	😕	1	-0.4
1177	1	Ya and listening to them talk about how hot girls are is a favorite past time. -_- 	17		0	
1178	1	Gee faculty at nicholls are so helpful 	7		0	
1179	1	Stinker of a day... Nothing has gone right. Got worse as the day went on... #Ahhhhhhhhh #Depression #CantWaitForTomorrow 	18		0	
1180	1	#bitch #bitchy #badass #lol #laughing #jokes   #funtime #funny #fun #ecards... http://t.co/9di1xjv9uk	11		0	
1181	0	@BAnderson_30 's twitter game is perfect tonight! #amazingness	8		0	
1182	0	Iiiiiiii have the best boyfriend everrrrrrrrr.	6		0	
1183	1	@bombguy95: If You Re A Chelsea Fan. Its natural To Be Sentimental.. If You re An Arsenal Fan.. Its Natural To Be Stupid||Spelling? 	23		0	
1184	0	@SidewalkJR Not passing judgment. Been in many binds before and actually love the creativity. Vodka is a versatile liquor.	19		0	
1185	0	yet you cant provide ANY source that shows it @RBRNetwork1 @TheOldBreed1775 @Dolphin__Man @Joseph_WarrenDR @jus1314tin @CoutoPanda	15		0	
1186	1	I just love EU servers.... 	5		0	
1187	1	An answer to the one who criticize #feminism http://t.co/sYtcFcGcRq #Uglygirlsclub  #fourthwave	11		0	
1188	1	"@JustAnotherMo Now, now, Islam is the ""religion of peace"" and only Christians can hurt anybody!  Get it right!  D: "	19		0	
1189	1	8ams are just so lovely. 	5		0	
1190	0	Close to white folks, I am forced to witness firsthand their willful ignorance about the impact of race and racism.-Bell Hooks #Ferguson	22		0	
1191	0	@Ben_Jones88 @SPianovich Wasn't that full in the nosebleeds where I was sitting, but it was fun! Crowd reacting to JoePa is my fav memory.	24		0	
1192	1	We rebooted the server, it seems ok now YEY! #facepalm  #devops	11		0	
1193	1	Ppl keep snapping me and I can't snap back because I'm looking too good rn 	15		0	
1194	1	At least I woke up feeling a lot better today.. 	10		0	
1195	1	Maybe Miss World will succeed where all her predecessors have failed in obtaining World Peace?  #MissWorld2014	16		0	
1196	0	@nytimes @NYTNow #Dirt  its not your country!	7		0	
1197	0	http://t.co/6mNkIirqSL #TeenAnalCasting #VIRGIN VIRGIN ] cute teenage virgin playing in her hotel room in tight blue gstring underwear!	18		0	
1198	0	@JaredDudley619 @_John_Henson_ @JabariParker When / how did the ACL tear happen?	11		0	
1199	0	vCAC looks like an even bigger bag of hurt than vCD https://t.co/S3eQydjf2V	12		0	
1200	1	@juskoniall funny joke there bae...	5		0	
1201	1	The moral police & vigilante's are very quiet with every #rape. I suppose it is Indian culture then?  #uber #DelhiRape	20		0	
1202	0	@Quammunist Ben were you going to pick up your pizzas today?	11		0	
1203	0	@chrisratcliff nope. Doing everything wrong. Cold. Hot. Hot. Cold. Gear seems ok but as today dipped to -14 prob spoke too soon. #orings	23		0	
1204	1	@TheDamienSandow & @mikethemiz cut a promo then @KaneWWE states he's facing @WWEAdamRose oh yay!! 	14		0	
1205	0	ruling party in power#central#state#misusing their power#PM speaking only in foreign parliment#pm to visit out side india during session	18		0	
1206	1	@Charlottegshore wow that's impressive...I have to force myself to go just as I will be doing later! #gymfanatic 	18		0	
1207	0	Come on, it's lovely weather for a sleigh ride together with ewe. http://t.co/CePrvYqLGc	13		0	
1208	1	@Deggisfox that's totally obscure... 	4		0	
1209	1	@DotunAkin_ to finally win the champs league.. No teams are that good this year and we've got a solid draw  #banter #stillgoingout	22		0	
1210	1	"@carolinedries @julieplec so basically the only storyline for Caroline Forbes in this season is called ""Stefan"", great! "	17		0	
1211	0	Yay for days off. #coffee #HarryPotter #christmasbreak #morning http://t.co/m93j3n7SYC	9		0	
1212	1	@scottishfirst @PG1888 Whilst #SLabour #BlairMcDougal #DeputyDug recon its in #MeltDown safe in #BetterTogether of course ... 	16		0	
1213	0	@JewdyGold Do you think Mary's parents believed the bubbemeinseh that she was still a virgin?	15		0	
1214	1	I'm seeing more and more people using the term #GamerGate and I can't believe I'm going to say this but they're using it incorrectly 	24		0	
1215	0	@hosienation I'm relaxed, and waiting for the facts to come out. But I've listened to Blaine hammer on players for doing similar before.	23		0	
1216	0	@insidethehall @ryancorazza I keep seeing noon... Is it 1PM eastern or noon eastern? Need to plan my morning accordingly. Please advise.	21		0	
1217	1	Appreciate @Raheelk that he has spared suspending our accounts, only blocked us. 	12		0	
1218	0	"your delusion that people are being killed ""cuz Obama black"" is the myth @RBRNetwork1 @JonJayGroden @Anan_VII @JoeHilgerman @1_Free_Man"	18		0	
1219	0	@MehrTarar Thei reights to protest ends where my rights begin. They cannot take my right of earning livelihood and free movement.	21		0	
1220	0	Baking bread and hanging with a glass of wine in leggings and a sweatshirt with football on. HEAVEN! If only the snow hadn't turned to rain.	26		0	
1221	1	@cringetalk @geob157 ^^^^ IMAGINE THAT? Never would have guessed 	9		0	
1222	1	Crime figures: true picture may be worse than feared, says think-tank report | via @Telegraph http://t.co/dps9g5Zc6l Surprised? 	17		0	
1223	1	So now its Hamilton on a Monday night? Thanks @BTSportSPFL for all those evening games you give us, saturday football is overrated! 	22		0	
1224	1	Gotta love the sound of rain beating against the window on Christmas Day..  #whereswinter	14		0	
1225	0	#Lebanon #detainee #is  #ISIS leader's #wife: #Iraqi #official: BAGHDAD – An Iraqi official denied Wednesday... http://t.co/AmRz6zvQTp	16		0	
1226	1	I'm a Victoria Secret model. It's such a secret not even Victoria knows.  http://t.co/y97N5kTuQz	14		0	
1227	1	😒 Half of the testing group was very helpful today. 	10	😒	1	-0.375
1228	0	They done worked me so hard	6		0	
1229	0	Amen 🙏 .... I love this! If you didn't plan, then it's your problem 😜 #truth  emergency @ Pearl... http://t.co/pg2o4SgFwj	20	🙏😜	2	0.437
1230	1	Whoops. Didn't know I had to live up to other people's expectations instead of mine. Let me just fix that.  #sorrynotsorry #soz	22		0	
1231	1	Can't wait for next year when it's a Cyber Month Sale. 	11		0	
1232	0	@doforsarawak it's a 	3		0	
1233	1	@carlytyler @greateranglia let's face it, at the mo there's delays on any day ending in a y! #valueformoneynot 	18		0	
1234	0	Best Christmas gift @taylorswift13 new album. http://t.co/jTbyb5ysjJ	7		0	
1235	1	I love that when a female expresses herself in an emphatic manner, it's always attributed to her menstrual cycle. -Mags  #PMS	21		0	
1236	1	@94irwinjb I'm so persuasive lol 	5		0	
1237	0	#KMYB19HR study http://t.co/4GiFoUIyml	3		0	
1238	1	@ the hospital for a new allergy test... Love it. 	10		0	
1239	1	@XboxSupport even your link to the service alert is down. 	10		0	
1240	0	HEY LOOK THERE! 	3		0	
1241	1	And you just skip my TBH? Do you not like me so much as to just erase me from your life or something? #awesome 😤	25	😤	1	-0.211
1242	1	@Johnnyebs06 oh joy, now i get to have even more of them in my living room!  #putyourtoysaway #badboyfriend	18		0	
1243	1	Human brains disappear every day. Some of them have never even appeared.. ||http://t.co/Fb0Aq5Frqs||#brain #humanbrain 	14		0	
1244	0	Happy New Year all my Twitter people. Hope you have a happy and successful 2015! Lots of love 😘 #2015season #2014sucks	21	😘	1	0.702
1245	1	Turns out a sausage butty from burger king is just a burger. Really enjoyed eating that at half 8 in the morning.  #feelshit	23		0	
1246	1	Ma thing  http://t.co/YVekcrBemZ	3		0	
1247	0	girl#beautiful#short#nose#tall#but#toshort#selfieeee <3:* http://t.co/90Itgrq4bh	3		0	
1248	0	@afneil @daily_politics @TheSunNewspaper Missed off the  hashtag?	7		0	
1249	0	First nigga to grab it from behind No homo	9		0	
1250	0	Loooooool RT @Lonyngwenya: Monday is done, Friday is around the corner	11		0	
1251	0	New homeschool year. New Marketing business. Clickbank University. Wealthy Affiliate. Writing the book finally. #holyschedule #needanapp 0_0	17		0	
1252	0	SCRATCHING THE NIGHT OFF MY EYES	6		0	
1253	1	Working on Boxing Day is so fun 	7		0	
1254	0	To all u #deadbeatdads ur not worth a hair on our #kids heads.. Tough being a #singlemom but at least my #beautiful #daughter is loved by Me	27		0	
1255	1	It's too bad all this is happening to #TheInterview, it looks like a really good movie. 	16		0	
1256	1	@Mark_Coker gun laws will fix everything 	6		0	
1257	1	S/O to the Bengals for sucking it up yesterday. Totally made it worth me staying up 24 hours yesterday and coming to work this am. 	25		0	
1258	0	@johnsheehan10 @Matt_Brickman I mostly follow my lists, but I dip into the full feed randomly.	15		0	
1259	0	not that it matters, a message board thread is not an authoritative source @ILOVEBLACKMEN01 @TimOwensby	15		0	
1260	1	🙀😱🙀😱🙀😱 #POPCORN!!!!!! 😂🎅😂🎅😂🔫🔫 bringing this at movie tuesday night!!  http://t.co/6ucMg84g4w	10	🙀😱🙀😱🙀😱😂🎅😂🎅😂🔫🔫	13	0.19292307692307695
1261	1	Mom: how about we bring your physical trainer Dunckin' Donuts. |Yes.. bringing donuts to a fitness fanatic would make perfect sense 	21		0	
1262	1	@jimjefferies you are by far the funniest prick in the world at the moment. Can you please come to Geelong? We have a normal mayor.... 	25		0	
1263	1	Thank you Harding science department for only giving us 55 minutes for our final. 	14		0	
1264	1	@Mike_Ashley_Out @towlawrian @nufcfans I guess this is where he lost a couple of million to Lambias, is it?   #LudicrousStory	19		0	
1265	0	@CataCarryOn I moved here from north Jersey and was a big Rangers fan until the Coyotes came to town. Where are you from?	23		0	
1266	0	stl.You Will Never Win Again RT @viggie_kopite: New Manager? New Striker? New Transfer Committee? (cont) http://t.co/vQkvIx4eNX	16		0	
1267	0	"@TedSkibinski @RedState @PamelaJaneVP Maybe they are going to jump in and land on something that is technically not ""the ground"". ;)"	21		0	
1268	1	also sick names 	3		0	
1269	0	Babysitting night! Hoping my car doesn't get towed bc idk where to park 😰	14	😰	1	-0.02
1270	0	@LR_Lam you mean... it doesn't mean 'so much hate'..? .... oh..... orz	12		0	
1271	1	@TelegraphPromos @Mistress_Fiona Second prize is TWO signed copies of Boris' book. #onlyKidding 	12		0	
1272	1	#Corpsman wisdom: I had a head cold, so I took my own advice - Motrin, hydrated and changed my socks. Cold eliminated  #navy	23		0	
1273	0	Follow> @StartOnlineHere now for great tweets about starting an online shop! http://t.co/XYabZWuO5w StartOnlineHere	13		0	
1274	1	@BigKev67 @jennyah46 it's ok Kev, Gurney's bowling the next over 	10		0	
1275	1	I take blazing hot showers so I can get used to burning in the pits of hell. #ifitsreal 	18		0	
1276	0	Festive #ff to @titaniumaccount @RightmoveAddict @aroundthehouses @BCTLC @TheJamHouse @IAB_Bham @BrumChamber @jackiedeburca @Brumstew	12		0	
1277	0	I love procrastinating but I hate cramming.. -_- 	8		0	
1278	1	: Entertaining journalists collecting facts about annoying dentists. #Entertaining=#Annoying #FactAboutDentist	10		0	
1279	0	#your biggest task is to get me to look #how shall one do that?  looking #none of them #cleverclogs #shld #know #my #nakhre too	24		0	
1280	1	Zuckerberg says he wears a grey t-shirt everyday because he doesn't want to waste time on things that don't matter||He runs Facebook||	22		0	
1281	1	My stomach is a Wonderland for gas inducing bacteria. #blessed 	10		0	
1282	0	Here comes the universe. #TMLtalk #Leafs	6		0	
1283	1	Thank God the #Knicks re-signed Carmelo.  #TheBullsCanHaveHim	7		0	
1284	0	Heaven knows I'm miserable now ... #TheSmiths #girl #old #ohwow #InstaSize  #a #goodmood #weirdpose http://t.co/2t8G2YsUZU	15		0	
1285	1	Should be a balanced view then  @pjhelliar @theprojecttv	8		0	
1286	0	@Quikr Alone Tonight cause its a personal song which helps me to imagine myself beyond another world. |#GoSupersonicQuikr|@aboveandbeyond	18		0	
1287	0	@DorlaCoddington @wherePHILLY Thx. If thry real why dont you have them? Friend me on http://t.co/OXybfwwWb6	15		0	
1288	0	Boone Pratt- The Evolution Will Be Televised (Directed By Devin Gibson o...: http://t.co/xLzKxSdyS6 via> @YouTube	15		0	
1289	1	Off to brave Tesco. Humungous shopping list, hail outside #ohbliss 	10		0	
1290	0	@carlyaquilino:  weird http://t.co/ApFZyGEtVr @gampnasty	4		0	
1291	0	Breaking up with your girl so you don't have to buy her any presents ||#lowbudget #smartmove  #a #good #idea #butscheming doe	21		0	
1292	0	#Comptroller: #CitiBike #Stations, #Bikes  #Being #Properly #Maintained: As CitiBike gears up to expand, the... http://t.co/BPAiKun5ft	15		0	
1293	1	Ooh! Someone knows how to click the 'Unfollow' button. I'm impressed!  #beforeCoffee http://t.co/Cm1UldR6d5	13		0	
1294	0	I'm so ready to get drunk tonight	7		0	
1295	0	I think the new sweater I bought is a maternity sweater. Oh well. Its super cozy	16		0	
1296	1	Double dance with the boys is what makes a Monday worthwhile 	11		0	
1297	1	Obama wants closer relations with a Marxist nation... I'm SHOCKED I tell you!  SHOCKED!    #cuba http://t.co/as75A3kJ9z	16		0	
1298	0	@bigbillybmoney oh haha no they ain't 😂😂 you ain't even seen em	12	😂😂	2	0.221
1299	1	Being able to think your self angry is such a nice gift to have...  #ItsACurse	15		0	
1300	0	@johnmcternan @theSNP in the paper that supported the blackshirts. 	9		0	
1301	0	you are the one LYING @RBRNetwork1 @TheOldBreed1775 @Dolphin__Man @Joseph_WarrenDR @jus1314tin	10		0	
1302	1	Cool to know I have people I can talk to when having a shit night. 	15		0	
1303	0	@Espngreeny OSU opponents record much better than Baylor. Outright conf champs. Wins against 7 tms with winning records (Baylor 3)	20		0	
1304	1	@dudleymbc happy new year to you too!! Thanks for the reply 	11		0	
1305	0	dressing gown on, turkey and buffalo sauce sandwich in hand and big fat quiz of the year  #moving #ever #again	20		0	
1306	0	"@etownmiller at $8.25 per day those are definitely not Costco socks! I must say this "" funky sock"" movement is kinda cool."	22		0	
1307	1	A tiring selfiee!!but yet looks #freshh :P Aftr long work!!! I love unii  http://t.co/zX7sqmztxe	14		0	
1308	0	"This has nothing to do with anything at all, but I hate the word ""fleek"". It sounds like something I'd name my Neopet."	23		0	
1309	0	Oomf should be chowed in her mom's car	8		0	
1310	0	Stop living like a king, you're not one So using this in real life. #ExodusMovie	15		0	
1311	1	I think I might be an artist  #flowers #pretty #love #beautiful #painting #art #nature #lchs http://t.co/Gq9zYIvApN	16		0	
1312	0	i'm really stoked about going abroad in the fall. and well next week but that's for completely different reasons. #imissmyboyfriend	20		0	
1313	0	Look behind you # Tara # Ella # Starbucks #mytopgirls @ The Omni Santry http://t.co/6fDS3kpjc7	15		0	
1314	1	@fausAlien i don't like yellow but most of my things are yellow.  hi kapitana!!! Nagaaral kmi ni @Gel_ALIENlover ASDFGHJKL HUHUHU	20		0	
1315	0	Love ya Jerry, but what the heck was that?	9		0	
1316	0	I'm not usually a fan of anything #pumpkin or #pumpkinspiced but OMG. These are the best cookies I've... http://t.co/Lyr8HuLnSW	19		0	
1317	0	Image via We Heart It https://t.co/jqsXRQt8Yd #boy #funny #girl #K #mad  #ok http://t.co/0tZwekjkvD	13		0	
1318	1	Take my time because I want it all right?  http://t.co/NxkFIWFs8I	10		0	
1319	0	@sowinski521 annnnddddddd your opinion is irrelevant	6		0	
1320	0	#Its  #Over, Its Not Finished|Its Not Ending, Its Only The #Beginning When #God Is In It, #All #Things Are... http://t.co/AeUf5jNxwU	20		0	
1321	1	@Ike58Reese I know, but in the big spot (the only time I've watched him) he choked! Haha! Must mean he sucks, right? 	22		0	
1322	0	@UberStaub oh my fingers stick together	6		0	
1323	1	Can't wait to work with the dream team again today!! #delilyfe  🙈	12	🙈	1	0.433
1324	1	I just love a chaotic school run!!!...	7		0	
1325	1	@joshtiffers this is my new fave thing on facebook  #sexpest http://t.co/OpIVUx5Qxh	11		0	
1326	0	@andyyoung2 @maneezafmcl @im_seo_Alan please reply to this gentleman on behalf of all of us here @Foodjob #jokles  #gotrealworktodo	18		0	
1327	1	My luck just keeps getting better and better 	8		0	
1328	1	@RWwatchMA Deutsch is a misogynistic toad; how shocking he's a bigot too  .... #HandsUpDontShoot	14		0	
1329	0	> @CleartalkingCom Google Drive Review http://t.co/aqd6oRJ0Wb	6		0	
1330	0	@tumblrthings: don't say anything... just retweet it https://t.co/9ovHj1YzFp @Lloydgallagher3 @bigtant1986 @Boydie1990	11		0	
1331	1	@lucasharriss_ Ok, hope it will rain soon  😖	8	😖	1	-0.157
1332	0	http://t.co/1izmy5gP0j nope, you do NOT fit that definition @RBRNetwork1 @JoeHilgerman @1_Free_Man @Anan_VII @ABPT_Rocket	13		0	
1333	1	Second day in a row that I'm late to work. Thanks, @MTA. Service definitely worth a fare hike.  http://t.co/dqMSB5JVHG	19		0	
1334	1	Yeah so I'm on a diet🍕  http://t.co/RfgZvzuBC5	7	🍕	1	0.42
1335	0	#notcies #eu Ebola leaves hundreds of thousands facing hunger in three worst-hit countries http://t.co/g79X9se31R	14		0	
1336	1	"Don't be offended when you hear #HappyHolidays when people refer to #Christmas. The word 'holiday' is derived from ""Holy Day"". #fb "	21		0	
1337	0	@MughalowOwais @BatoolMisbah lol  then	4		0	
1338	0	WOW Doutzen looks amazing after having a baby	8		0	
1339	1	It is always nice when I am taking a cig break at like 2am at my house and I hear weird creepy noises and its really dark 	27		0	
1340	1	J Cole has a song about being a Virgin and then not being a virgin. #musicalgenius #innovation 	17		0	
1341	0	@SpotJSO Thanks for the update Spot. I'm good w/ That. |If you can Post some stuff on this on my blog: http://t.co/JUmMWi0AyT	22		0	
1342	0	http://t.co/juRDWnOQ8z  so Ugly Christmas Sweater Women's Sz M http://t.co/rcXS7QXZkw	9		0	
1343	1	We'll that was a great way to start off my morning 😀 	12	😀	1	0.572
1344	1	Now I see why this play wasn't reviewed. Because it wasn't even close.  http://t.co/jWu6lbpv5m	14		0	
1345	0	Catching up on the RHOA!!!!#love the drama	7		0	
1346	0	Never has an #Australia been more dependant on govt money than we are now #Sad #socialism #Unrealistic PEOPLE we spend more than we earn...	24		0	
1347	1	@danisnotonfire which one is more disturbing dan? Tickling an elf's🍆 or biting it..... #philisinnocent  😁🔫 http://t.co/0cTCRH94DW	16	🍆😁🔫	3	0.22399999999999998
1348	1	@jimspellmanTV @RT_com hitting the big issues, champ. 	7		0	
1349	0	 RT @RumoursImADiva: RumourIsImADad's accent...	4		0	
1350	0	@onejoey @hoppykristin least I could do for barging into your convo!	11		0	
